.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x34_affmot_eat,x35_int_eat,x37_plan_eat,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x30_affmot_sed,x31_int_sed,x32_plan_sed,x55_engage,x25_affmot_sleep,x26_int_sleep,x27_del_sleep
synapseevaluatechevron@timestudy_com/2022-01-03/phone_promptresponse_clean_2022-01-03.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2022-01-03,2022-01-03 22:47:00 EST,GMT-05:00,1641268020168,Completed,2022-01-03,2022-01-03 22:47:59 EST,1641268079337,1,set_1,24,9,Not at all,Extremely,Not at all,Extremely,Quite a bit,Not at all,Quite a bit,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-01-04/phone_promptresponse_clean_2022-01-04.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2022-01-04,2022-01-04 22:48:00 EST,GMT-05:00,1641354480239,Completed,2022-01-04,2022-01-04 22:48:47 EST,1641354527089,1,set_3,24,9,Not at all,Moderately,Not at all,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Not at all,,,
synapseevaluatechevron@timestudy_com/2022-01-05/phone_promptresponse_clean_2022-01-05.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-05,2022-01-05 21:35:00 EST,GMT-05:00,1641436500260,Completed,2022-01-05,2022-01-05 21:35:58 EST,1641436558061,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-01-06/phone_promptresponse_clean_2022-01-06.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-06,2022-01-06 21:42:00 EST,GMT-05:00,1641523320191,PartiallyCompleted,,,,,set_4,24,9,Not at all,Quite a bit,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Quite a bit,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Somewhat,,,
synapseevaluatechevron@timestudy_com/2022-01-07/phone_promptresponse_clean_2022-01-07.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2022-01-07,2022-01-07 22:31:00 EST,GMT-05:00,1641612660194,Completed,2022-01-07,2022-01-07 22:36:52 EST,1641613012157,2,set_2,25,9,Not at all,Extremely,Not at all,A little,Extremely,Not at all,Not at all,Moderately,Not at all,Very much so,Not at all,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Quite a bit,Probably will,No
synapseevaluatechevron@timestudy_com/2022-01-08/phone_promptresponse_clean_2022-01-08.csv,23,synapseevaluatechevron,Daily,BURST,RANDOM,22,23,2022-01-08,2022-01-08 22:37:00 EST,GMT-05:00,1641699420186,Completed,2022-01-08,2022-01-08 22:38:16 EST,1641699496655,1,set_1,24,9,Not at all,Quite a bit,Moderately,Not at all,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-01-09/phone_promptresponse_clean_2022-01-09.csv,22,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2022-01-09,2022-01-09 21:46:00 EST,GMT-05:00,1641782760220,Completed,2022-01-09,2022-01-09 21:47:26 EST,1641782846420,1,set_3,47,9,Not at all,Quite a bit,Not at all,A little,Quite a bit,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,A little,Quite a bit,I am not experiencing viral symptoms,4 days,0 days,Neither more nor less,Neither more nor less,More,Moderate,Moderate,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2022-01-10/phone_promptresponse_clean_2022-01-10.csv,22,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2022-01-10,2022-01-10 21:30:00 EST,GMT-05:00,1641868200625,Completed,2022-01-10,2022-01-10 21:35:58 EST,1641868558563,2,set_4,24,9,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,A little,Moderately,A little,Quite a bit,Quite a bit,Very much so,A little,Not at all,Very much so,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2022-01-11/phone_promptresponse_clean_2022-01-11.csv,22,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2022-01-11,2022-01-11 21:36:00 EST,GMT-05:00,1641954960180,Completed,2022-01-11,2022-01-11 21:39:11 EST,1641955151342,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Moderately,Moderately,A little,Moderately,Quite a bit,Quite a bit,Not at all,Moderately,Moderately,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-01-12/phone_promptresponse_clean_2022-01-12.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-12,2022-01-12 21:31:00 EST,GMT-05:00,1642041060234,Completed,2022-01-12,2022-01-12 21:31:56 EST,1642041116542,1,set_3,23,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Quite a bit,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2022-01-13/phone_promptresponse_clean_2022-01-13.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2022-01-13,2022-01-13 22:47:00 EST,GMT-05:00,1642132020263,Completed,2022-01-13,2022-01-13 22:53:02 EST,1642132382983,2,set_3,24,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2022-01-14/phone_promptresponse_clean_2022-01-14.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-14,2022-01-14 21:45:00 EST,GMT-05:00,1642214700211,NeverStarted,,,,,set_1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-01-15/phone_promptresponse_clean_2022-01-15.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-15,2022-01-15 21:49:00 EST,GMT-05:00,1642301340419,Completed,2022-01-15,2022-01-15 21:49:42 EST,1642301382500,1,set_1,24,9,Not at all,Moderately,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-01-16/phone_promptresponse_clean_2022-01-16.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-16,2022-01-16 21:34:00 EST,GMT-05:00,1642386840370,Completed,2022-01-16,2022-01-16 22:15:16 EST,1642389316498,2,set_2,48,9,Not at all,Extremely,Quite a bit,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,A little,Not at all,I am not experiencing viral symptoms,4 days,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Moderate,Moderate,,,,,Very much so,Probably will,Yes
synapseevaluatechevron@timestudy_com/2022-01-17/phone_promptresponse_clean_2022-01-17.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2022-01-17,2022-01-17 22:38:00 EST,GMT-05:00,1642477080374,Completed,2022-01-17,2022-01-17 22:48:51 EST,1642477731215,1,set_1,24,9,Not at all,Quite a bit,Quite a bit,Moderately,Extremely,Not at all,Not at all,Not at all,Quite a bit,Very much so,Moderately,Quite a bit,Not at all,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-01-18/phone_promptresponse_clean_2022-01-18.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-18,2022-01-18 21:33:00 EST,GMT-05:00,1642559580201,Completed,2022-01-18,2022-01-18 21:33:44 EST,1642559624177,1,set_4,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,Not sure,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2022-01-19/phone_promptresponse_clean_2022-01-19.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-19,2022-01-19 21:49:00 EST,GMT-05:00,1642646940233,Completed,2022-01-19,2022-01-19 21:49:42 EST,1642646982576,1,set_2,23,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes
synapseevaluatechevron@timestudy_com/2022-01-20/phone_promptresponse_clean_2022-01-20.csv,22,synapseevaluatechevron,Daily,BURST,RANDOM,22,23,2022-01-20,2022-01-20 22:27:00 EST,GMT-05:00,1642735620292,Completed,2022-01-20,2022-01-20 22:27:39 EST,1642735659204,1,set_2,23,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2022-01-21/phone_promptresponse_clean_2022-01-21.csv,22,synapseevaluatechevron,Daily,BURST,RANDOM,22,23,2022-01-21,2022-01-21 22:49:00 EST,GMT-05:00,1642823340197,Completed,2022-01-21,2022-01-21 22:49:36 EST,1642823376815,1,set_3,23,9,Not at all,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Quite a bit,A little,Moderately,Moderately,Very much so,No,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2022-01-23/phone_promptresponse_clean_2022-01-23.csv,22,synapseevaluatechevron,Daily,BURST,RANDOM,22,23,2022-01-23,2022-01-23 22:37:00 EST,GMT-05:00,1642995420331,Completed,2022-01-23,2022-01-23 22:43:16 EST,1642995796635,2,set_4,47,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Very much so,No,Did not have to work today,0,Quite a bit,Definitely will,Yes,,,,,Sort of,Yes,Yes,Yes,Yes,Yes,Not at all,Moderately,I am not experiencing viral symptoms,4 days,2 days,A lot less,Neither more nor less,Neither more nor less,Quite a bit,Quite a bit,,,,,,,
synapseevaluatechevron@timestudy_com/2022-01-24/phone_promptresponse_clean_2022-01-24.csv,23,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2022-01-24,2022-01-24 22:37:00 EST,GMT-05:00,1643081820211,Completed,2022-01-24,2022-01-24 22:43:10 EST,1643082190333,2,set_2,24,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Quite a bit,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2022-01-25/phone_promptresponse_clean_2022-01-25.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,22,23,2022-01-25,2022-01-25 22:32:00 EST,GMT-05:00,1643167920559,Completed,2022-01-25,2022-01-25 22:32:34 EST,1643167954343,1,set_3,23,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2022-01-26/phone_promptresponse_clean_2022-01-26.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-26,2022-01-26 21:48:00 EST,GMT-05:00,1643251680301,Completed,2022-01-26,2022-01-26 21:53:40 EST,1643252020075,2,set_4,23,9,Not at all,Extremely,A little,Quite a bit,Quite a bit,Quite a bit,Not at all,A little,Not at all,Not at all,Moderately,Very much so,Moderately,Moderately,Not sure,Did not have to work today,0,Not at all,Probably will,Sort of,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-01-27/phone_promptresponse_clean_2022-01-27.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-27,2022-01-27 21:32:00 EST,GMT-05:00,1643337120244,Completed,2022-01-27,2022-01-27 21:33:19 EST,1643337199649,1,set_4,24,9,Not at all,Extremely,Not at all,Extremely,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,A little,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,A little bit,,,
synapseevaluatechevron@timestudy_com/2022-01-28/phone_promptresponse_clean_2022-01-28.csv,19,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-28,2022-01-28 21:47:00 EST,GMT-05:00,1643424420586,Completed,2022-01-28,2022-01-28 21:56:56 EST,1643425016654,2,set_4,23,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-01-29/phone_promptresponse_clean_2022-01-29.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-29,2022-01-29 21:36:00 EST,GMT-05:00,1643510160238,Completed,2022-01-29,2022-01-29 21:41:45 EST,1643510505545,2,set_1,24,9,Not at all,Extremely,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-01-30/phone_promptresponse_clean_2022-01-30.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-30,2022-01-30 21:17:00 EST,GMT-05:00,1643595420238,Completed,2022-01-30,2022-01-30 21:18:27 EST,1643595507219,1,set_3,48,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Quite a bit,A little,Quite a bit,No,No,0,,,,,,,,Sort of,Yes,Sort of,Maybe,Yes,Yes,Moderately,Quite a bit,I am not experiencing viral symptoms,4 days,4 days,Neither more nor less,Neither more nor less,Neither more nor less,Quite a bit,Quite a bit,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2022-01-31/phone_promptresponse_clean_2022-01-31.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-01-31,2022-01-31 21:47:00 EST,GMT-05:00,1643683620305,Completed,2022-01-31,2022-01-31 21:47:35 EST,1643683655625,1,set_4,24,9,Not at all,Quite a bit,Not at all,Extremely,Extremely,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2022-02-01/phone_promptresponse_clean_2022-02-01.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-02-01,2022-02-01 21:33:00 EST,GMT-05:00,1643769180229,Completed,2022-02-01,2022-02-01 21:34:22 EST,1643769262710,1,set_3,24,9,Not at all,Quite a bit,Quite a bit,Quite a bit,Extremely,A little,A little,Moderately,Not at all,Very much so,Not at all,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2022-02-02/phone_promptresponse_clean_2022-02-02.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-02-02,2022-02-02 21:34:00 EST,GMT-05:00,1643855640378,Completed,2022-02-02,2022-02-02 21:43:52 EST,1643856232428,2,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Very much so,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-02-03/phone_promptresponse_clean_2022-02-03.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-02-03,2022-02-03 21:19:00 EST,GMT-05:00,1643941140259,Completed,2022-02-03,2022-02-03 21:21:18 EST,1643941278497,1,set_1,24,9,Not at all,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,A little,Not at all,Quite a bit,No,No,0,,,,Very much so,Probably will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-02-04/phone_promptresponse_clean_2022-02-04.csv,22,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2022-02-04,2022-02-04 21:22:00 EST,GMT-05:00,1644027720350,Completed,2022-02-04,2022-02-04 21:22:41 EST,1644027761139,1,set_1,25,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2022-02-05/phone_promptresponse_clean_2022-02-05.csv,19,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2022-02-05,2022-02-05 21:28:00 EST,GMT-05:00,1644114480240,Completed,2022-02-05,2022-02-05 21:39:03 EST,1644115143994,2,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-02-06/phone_promptresponse_clean_2022-02-06.csv,20,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2022-02-06,2022-02-06 21:44:00 EST,GMT-05:00,1644201840305,Completed,2022-02-06,2022-02-06 21:45:32 EST,1644201932464,1,set_1,49,9,Not at all,Quite a bit,Not at all,A little,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,Very much so,Definitely will,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all,Quite a bit,I am not experiencing viral symptoms,5 or more days,2 days,Neither more nor less,Neither more nor less,Less,Quite a bit,Not at all,,,,,,,
synapseevaluatechevron@timestudy_com/2022-02-07/phone_promptresponse_clean_2022-02-07.csv,21,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2022-02-07,2022-02-07 21:24:00 EST,GMT-05:00,1644287040296,Completed,2022-02-07,2022-02-07 21:24:36 EST,1644287076325,1,set_4,23,9,Not at all,Quite a bit,Not at all,Extremely,Quite a bit,A little,A little,A little,Moderately,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-02-08/phone_promptresponse_clean_2022-02-08.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-02-08,2022-02-08 21:45:00 EST,GMT-05:00,1644374700249,Completed,2022-02-08,2022-02-08 21:50:13 EST,1644375013617,2,set_3,24,9,Not at all,Quite a bit,Extremely,Moderately,Extremely,Not at all,Not at all,Moderately,Not at all,Very much so,Not at all,Very much so,Quite a bit,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,Not at all,,,
synapseevaluatechevron@timestudy_com/2022-02-09/phone_promptresponse_clean_2022-02-09.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-02-09,2022-02-09 21:38:00 EST,GMT-05:00,1644460680388,Completed,2022-02-09,2022-02-09 21:39:01 EST,1644460741940,1,set_2,24,9,Not at all,Quite a bit,Not at all,Extremely,Extremely,Not at all,Not at all,A little,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2022-02-10/phone_promptresponse_clean_2022-02-10.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-02-10,2022-02-10 21:43:02 EST,GMT-05:00,1644547382293,Completed,2022-02-10,2022-02-10 21:58:29 EST,1644548309756,2,set_4,23,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,A little,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Very much so,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-02-11/phone_promptresponse_clean_2022-02-11.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-02-11,2022-02-11 21:46:00 EST,GMT-05:00,1644633960281,Completed,2022-02-11,2022-02-11 21:47:54 EST,1644634074375,1,set_1,24,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Quite a bit,Very much so,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-02-12/phone_promptresponse_clean_2022-02-12.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-02-12,2022-02-12 21:47:00 EST,GMT-05:00,1644720420263,Completed,2022-02-12,2022-02-12 21:47:55 EST,1644720475913,1,set_3,23,9,Not at all,Quite a bit,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2022-02-14/phone_promptresponse_clean_2022-02-14.csv,21,synapseevaluatechevron,Daily,TIME,RANDOM,20,21,2022-02-14,2022-02-14 20:46:00 EST,GMT-05:00,1644889560372,Completed,2022-02-14,2022-02-14 20:46:32 EST,1644889592290,1,set_4,23,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,A little,Very much so,Not at all,Not at all,Quite a bit,No,No,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-02-15/phone_promptresponse_clean_2022-02-15.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-02-15,2022-02-15 21:25:00 EST,GMT-05:00,1644978300499,Completed,2022-02-15,2022-02-15 21:25:42 EST,1644978342005,1,set_2,23,9,A little,Quite a bit,Quite a bit,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes
synapseevaluatechevron@timestudy_com/2022-02-16/phone_promptresponse_clean_2022-02-16.csv,22,synapseevaluatechevron,Daily,TIME,RANDOM,21,22,2022-02-16,2022-02-16 21:43:00 EST,GMT-05:00,1645065780301,Completed,2022-02-16,2022-02-16 21:43:36 EST,1645065816466,1,set_3,23,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Not at all,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Quite a bit,Not sure,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Definitely will,Yes,,,,
synapseevaluatechevron@timestudy_com/2022-02-17/phone_promptresponse_clean_2022-02-17.csv,22,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2022-02-17,2022-02-17 21:20:00 EST,GMT-05:00,1645150800402,Completed,2022-02-17,2022-02-17 21:20:43 EST,1645150843260,1,set_1,25,9,Not at all,Quite a bit,Not at all,Not at all,Quite a bit,Quite a bit,Not at all,Not at all,Moderately,Quite a bit,Not at all,Very much so,Quite a bit,Quite a bit,No,No,0,,,,Very much so,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,Not at all,,,
synapseevaluatechevron@timestudy_com/2022-02-18/phone_promptresponse_clean_2022-02-18.csv,22,synapseevaluatechevron,Daily,BURST,RANDOM,21,22,2022-02-18,2022-02-18 21:47:00 EST,GMT-05:00,1645238820325,Completed,2022-02-18,2022-02-18 21:47:54 EST,1645238874380,1,set_1,25,9,Not at all,Quite a bit,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Very much so,No,No,0,,,,Not at all,Definitely will,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
synapseevaluatechevron@timestudy_com/2022-02-19/phone_promptresponse_clean_2022-02-19.csv,23,synapseevaluatechevron,Daily,BURST,RANDOM,22,23,2022-02-19,2022-02-19 22:48:00 EST,GMT-05:00,1645328880240,Completed,2022-02-19,2022-02-19 23:01:17 EST,1645329677487,2,set_4,24,9,Not at all,Extremely,Quite a bit,Quite a bit,Extremely,Not at all,A little,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,Very much so,Definitely will,Yes,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,,
